x_i	y_i	theta_i
  0.96802673550590745       0.26472709030710651       -112.08211803182461     
   7.7574602299255058E-002 -0.54135804331236603        92.460630866534927     
  -3.9476693805389296        4.2542619399095276        25.595200607396521     
   3.3430952741250164       0.56671093717552712        75.541992688130833     
  -5.0305740548339744        4.4298002976819832       -98.544334127315850     
  -5.0215718725043290       -5.0302594311625635       -89.134500970293303     
   1.3402037195466119       -4.8847370606461897       -4.2163639297735509     
  0.91367586832210756        3.9436396591837557       -51.185806113325185     
  -5.2142715615276760        5.5024117151821015        57.864016821711161     
   2.8012438359280756        2.0781141991968219        114.06177552112017     
  -2.1167688739578527       -1.7338421472579055        47.762870651150017     
   3.3459110173417017E-002  -3.6300278401589083        131.75631076182987     
   4.2254393525948286        1.2459725217232507       -17.647548899710788     
   5.0006798690107175       0.21467336760663350        47.087399723959500     
   2.2141317830375917        3.8829519368356138        43.440405132432652     
  -4.3303625549856471E-002  0.49350175931786888       -126.27687661034810     
   3.8839142724137226        2.3619153937604849       -23.544201430507265     
  -1.6441416237804740       -2.8801771876183486        93.140677855642394     
  0.36483548879997790        2.6481322176103927        79.675918673682602     
  -3.7722527202843446       -2.2179798266976500        41.696025057374179     
  -3.0703517192850787       -1.3117393458238742       -2.1956821126030910     
 -0.92529392015664891        1.3249438701852645       -126.25229588109372     
  -2.3334654907549717       0.60160911591582145       -51.468793670294353     
   3.3772763281113076        5.4536696454395219       -111.66203379502934     
  0.70555653660246287       -2.7955244337934175        46.993358726205344     
  -3.0154576595094027       -3.0355712620317665        110.77009134061505     
   1.4810670135152544        3.0087368985737633       -123.02346557052169     
  -3.6125173851556571        1.9400017711355997       -64.234610475845642     
   2.3282463447868031       -4.5001072934702471        14.929950566764909     
   5.1712169378668378        2.1262957794782684       -11.931659368644027     
  -2.8500550806504155       -4.0904074853537082       -181.40059131120503     
   2.5395410471416122        4.9133454796236764        32.785645837194309     
  -1.4642379648549801        4.7521244174201023      -0.40068023143748877     
  -3.4116732656201370        3.0192351833167219        186.01959909335682     
   5.2995948959596095       -5.7546745982395775        130.78932034830771     
   3.4933295190434417       -3.7488045903800566       -5.2564733501784282     
   1.0154827419049268      -0.77824162346503645        64.719939657474001     
  -6.0323008655790974E-002  -1.7468725249941934       -1.5839262364032638     
  -1.7274565895011822      -0.25574476644715022        30.308390030995326     
  0.66182178815708881        5.4683907945559822        64.678386043234909     
   1.9245581365345119       -1.2364315828670733        66.041393403364097     
  -4.1159025559412852       -1.2247006085543262        13.202196833411810     
   2.7745201515559668      -0.57352350256406270       -3.3182911863547777     
  -2.3812521815104515        1.7585981903861037        8.5365326855347661     
  -4.7506663607278625       0.62248156659631426        203.96964359424695     
   5.0267228391421162       -2.6625984671806839        80.143818000722732     
 -0.15965341102754341        4.8535951439637390       -114.06973014562452     
   5.3846850419204300       -4.4603647873324750        18.768019549159394     
  -2.0676351137583162       -4.8122259343077101       -33.505109196087488     
 -0.61372428617952990       -2.7102323079855939        22.652854294544731     
   4.4288741835464416        5.1695990331560671       -69.229261484987830     
  -5.1371872437753021       -1.7200070290024523        64.146612713724366     
  -4.9212632287805791      -0.55345799839005816        50.859819478090991     
  -4.7249515554693557        2.3705263871749578       -60.880676233639669     
   3.2892318620279122       -5.0400252931026879       -52.878642796468178     
   1.7336958544101928        1.8894196150451483        1.5277798660279798     
  -2.3268947443187731        3.9184745876357554       -2.6959640297046255     
   2.0137315896984953       -5.6975117330174410       -48.442285712480846     
  -1.3750708090212818       -5.7722072530353143        132.67825313399621     
  0.42103530015656226       -4.5677326446438000        44.145396371943178     
  -3.2367596619564392       -5.3843753294053922       -66.149108883040896     
  -2.8902641297459564        4.7671511208872328      -0.46364349722731013     
   4.2628693966899052        4.1135379666807674        84.195866784941529     
  -2.1356393171207575        2.7941179614938130        139.60151802387094     
  -1.0308299023346876       -4.5639758602593030        40.851908684956811     
  -1.0039590684724253        2.5485837441586194       -48.184137871547364     
  -4.1559587902664292        5.2521839982818328        104.43133042351680     
  -5.4525591485140090       -2.8967045691389948       -130.86861818269259     
 -0.69596654953096193        3.9402935142553375        119.73059515401663     
  -4.3358713419011226       -4.1791576543949223       -73.267631554082669     
   2.6584452505685459       -2.8387153013918733        77.591166259023694     
   3.0357044340789052        3.0534187485300941       -39.874361116648082     
   3.1803241662941826        4.1979665368901085        27.468376937544257     
   4.6795090976166485        3.1275605397136466        38.809663709369850     
   1.7363476153710773       -3.5927775683853098       -18.421551268034879     
 -0.35472122541550877       -5.4952501689860167       -47.166251485144407     
  -4.0984622356760765       -3.1826417438026970       -69.606394588345523     
   8.9408330200105579E-002   1.6414954536252520        102.70207444413666     
   5.3238402022221791        4.4968382849527231       -8.3676944783584304     
   5.7139677115551493        3.5320386799857704       -54.510197374719475     
